brand,product_name,protein_pct,fat_pct,carb_pct,phosphorus_mg_per_100kcal,calories,serving_size_oz,not_recommended,supplemental_only,source
NATURAL BALANCE,O’ Fishally Scampi,51.0,40.0,9.0,223.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Purrfect Paella,51.0,40.0,9.0,282.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Sea Brulee,49.0,40.0,10.0,237.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,LID Chicken & Pumpkin cups,68.0,29.0,3.0,245.0,67.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,LID Tuna & Pumpkin cups,67.0,32.0,1.0,275.0,64.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Green Pea,34.0,56.0,10.0,319.0,165.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Duck & Green Pea,31.0,58.0,11.0,384.0,190.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Salmon & Green Pea,37.0,51.0,12.0,323.0,230.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Venison & Green Pea,35.0,53.0,12.0,387.0,180.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,31.0,55.0,14.0,279.0,180.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Giblets,34.0,50.0,17.0,302.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Legume,33.0,46.0,21.0,279.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Pumpken,33.0,51.0,16.0,263.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Salmon,34.0,49.0,17.0,316.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,"Turkey, Chicken & Duck",34.0,48.0,19.0,385.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,"Cod, Chicken, Sole & Shrimp",38.0,42.0,20.0,369.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,"Salmon, Tuna & Crab",37.0,46.0,17.0,306.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Tuna & Beef,37.0,48.0,15.0,287.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Liver,34.0,46.0,20.0,286.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,"Duck, Chicken & Pumpkin",35.0,49.0,16.0,297.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Turkey & Duck,35.0,47.0,18.0,295.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,"Turkey, Salmon & Chicken",35.0,48.0,17.0,344.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Marckerel & Sardine,44.0,47.0,9.0,352.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Kitten - Chicken,30.0,63.0,7.0,305.0,220.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,28.0,64.0,8.0,284.0,238.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Venison,33.0,58.0,9.0,502.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Calamari,34.0,54.0,11.0,355.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,30.0,57.0,13.0,230.0,123.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Turkey,32.0,57.0,11.0,322.0,120.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Beef,32.0,56.0,11.0,335.0,120.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Salmon,30.0,59.0,11.0,363.0,125.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Trout,32.0,56.0,13.0,297.0,120.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Organic Chicken Dinner,31.0,64.0,5.0,250.0,182.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Organic Turkey Dinner,29.0,71.0,1.0,250.0,188.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,34.0,65.0,1.0,299.0,230.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Turkey,33.0,63.0,3.0,295.0,219.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Rabbit,42.0,55.0,4.0,317.0,212.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Beef,33.0,63.0,4.0,117.0,225.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Duck & Salmon,30.0,68.0,3.0,189.0,230.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Sardine,56.0,38.0,6.0,341.0,171.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,60.0,34.0,6.0,194.0,68.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Salmon,59.0,35.0,5.0,198.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Turkey,58.0,40.0,2.0,190.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Indoor,65.0,34.0,2.0,237.0,69.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken Recipe in Gravy,35.0,53.0,11.0,185.0,84.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Beef & Garden Vegetables,32.0,51.0,17.0,346.0,97.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Turkey & Garden Vegetables,32.0,59.0,8.0,286.0,104.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Salmon & Garden Vegetables,47.0,45.0,7.0,319.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Tuna & Garden Vegetables,54.0,39.0,7.0,236.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,40.0,58.0,3.0,388.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Rabbit,40.0,58.0,3.0,317.0,51.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Tuna,41.0,56.0,3.0,362.0,47.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken Meal Nuggets,31.0,64.0,5.0,238.0,46.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken,36.0,57.0,7.0,292.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Beef,42.0,51.0,6.0,257.0,232.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Lamb,34.0,61.0,4.0,284.0,218.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Duck,37.0,55.0,9.0,299.0,207.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Rabbit,45.0,49.0,6.0,313.0,162.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Venison,42.0,55.0,3.0,388.0,228.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Salmon,45.0,46.0,9.0,359.0,185.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Lamb,32.0,60.0,8.0,243.0,232.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Duck,32.0,58.0,11.0,498.0,224.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey,34.0,59.0,7.0,276.0,212.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Rabbit,41.0,45.0,13.0,293.0,178.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Ultimate Protein Chicken,36.0,57.0,7.0,299.0,199.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Chicken,38.0,47.0,15.0,273.0,151.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Chicken,41.0,49.0,10.0,265.0,163.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Duck,38.0,46.0,17.0,218.0,145.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Duck,39.0,48.0,13.0,233.0,157.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Lamb,34.0,52.0,14.0,218.0,165.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Lamb,35.0,54.0,11.0,206.0,182.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Rabbit,38.0,47.0,15.0,218.0,141.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Rabbit,41.0,49.0,10.0,213.0,154.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Salmon,37.0,45.0,17.0,295.0,136.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Salmon,40.0,48.0,12.0,306.0,145.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Minced Tuna,44.0,40.0,17.0,236.0,130.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Tuna,47.0,43.0,10.0,227.0,140.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken,28.0,70.0,2.0,229.0,203.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Liver,30.0,67.0,3.0,260.0,211.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey,27.0,71.0,2.0,225.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Liver,29.0,69.0,3.0,297.0,206.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Brown Rice,28.0,62.0,10.0,211.0,199.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Salmon,28.0,64.0,9.0,221.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey,30.0,60.0,11.0,275.0,179.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Vegetable,29.0,59.0,12.0,210.0,187.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Liver & Bacon,33.0,61.0,6.0,303.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Liver & Chicken,35.0,59.0,6.0,296.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Ocean Whitefish,43.0,54.0,3.0,400.0,159.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Ocean Whitefish & Tuna,41.0,54.0,5.0,415.0,157.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Salmon,37.0,58.0,5.0,347.0,162.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Tuna & Shrimp,37.0,58.0,5.0,353.0,163.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Giblets,41.0,55.0,4.0,395.0,157.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Mixed Grill,38.0,56.0,5.0,290.0,167.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Super Supper,33.0,62.0,5.0,324.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Seafood Platter,34.0,62.0,4.0,339.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Tuna,34.0,62.0,4.0,333.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Beef,35.0,59.0,6.0,329.0,165.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken,36.0,62.0,3.0,383.0,163.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Seafood,35.0,60.0,4.0,355.0,162.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Beef & Chicken,40.0,33.0,27.0,416.0,112.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Fish,37.0,39.0,24.0,420.0,121.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Veal,44.0,34.0,22.0,401.0,112.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Beef,40.0,35.0,25.0,388.0,117.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken & Salmon,44.0,34.0,22.0,299.0,124.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken,40.0,34.0,26.0,389.0,117.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey,45.0,43.0,12.0,458.0,115.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Cheese,43.0,38.0,19.0,308.0,131.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Ocean Whitefish & Tuna,42.0,33.0,25.0,306.0,123.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,"Turkey, Chicken & Cheese",41.0,39.0,20.0,404.0,119.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Flaked Tuna,68.0,28.0,4.0,238.0,137.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
9LIVES,Tuna & Cheese Bits,63.0,27.0,10.0,227.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
9LIVES,Tuna & Egg Bits,63.0,27.0,10.0,226.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Beef,41.0,35.0,25.0,420.0,115.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Chicken,42.0,36.0,23.0,459.0,118.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Chicken,41.0,39.0,20.0,404.0,119.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Turkey & Giblets,41.0,40.0,20.0,404.0,120.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Ocean Whitefish & Tuna,42.0,33.0,25.0,306.0,123.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
INSTINCT,Salmon,42.0,36.0,21.0,293.0,128.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Turkey & Chicken,35.0,64.0,1.0,360.0,202.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Beef & Lamb,32.0,66.0,2.0,270.0,191.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Chicken & Herring,35.0,61.0,3.0,320.0,201.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Duck & Tuna,37.0,58.0,5.0,330.0,186.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Salmon & Mackerel,38.0,57.0,5.0,230.0,193.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NULO,Trout & Salmon,35.0,64.0,1.0,280.0,188.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,Paw Lickin' Chicken & Liver,33.0,50.0,17.0,228.0,91.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,Chicken & Salmon Catterole,34.0,52.0,14.0,207.0,97.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,Tuna Purrfection,37.0,45.0,18.0,221.0,69.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,Ocean Fish-a-Licious,27.0,60.0,13.0,213.0,109.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,"Chicken, Turkey & Lamb",29.0,59.0,12.0,229.0,125.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NUTRISH,Chicken and Rice,29.0,59.0,12.0,236.0,145.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Chicken Pate,31.0,65.0,4.0,182.0,159.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Chicken & Chicken Liver Pate,34.0,63.0,4.0,212.0,171.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Turkey Pate,27.0,67.0,5.0,193.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Chicken - Shredded,34.0,55.0,11.0,202.0,127.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Turkey & Spinach,25.0,59.0,16.0,129.0,206.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Turkey w/ Salmon,25.0,62.0,13.0,146.0,225.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ORGANIX,Turkey w/ Seafood,25.0,57.0,18.0,139.0,202.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PINNACLE,Chicken & Tuna,32.0,63.0,5.0,221.0,189.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PINNACLE,Chicken & Ocean Fish,27.0,68.0,5.0,172.0,221.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PINNACLE,Ocean Fish,32.0,64.0,4.0,227.0,184.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRECISE,Flaked Chicken,36.0,50.0,14.0,335.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRECISE,Flaked Beef,40.0,43.0,17.0,304.0,159.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRECISE,Flaked Pork,42.0,43.0,15.0,260.0,159.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & RIce in Gravy,55.0,30.0,16.0,247.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Cheese,50.0,35.0,15.0,249.0,81.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chunky Chicken,43.0,53.0,4.0,427.0,90.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Spinach,35.0,64.0,1.0,363.0,97.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Pasta,53.0,30.0,17.0,308.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Rice,54.0,31.0,15.0,287.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Vegetable,53.0,31.0,16.0,312.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Cheese,50.0,35.0,15.0,252.0,73.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Giblets,57.0,36.0,7.0,279.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Vegetable,41.0,57.0,3.0,417.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Beef & Cheese,49.0,35.0,16.0,238.0,73.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Beef & Chicken,55.0,32.0,13.0,221.0,73.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,"Beef, Carrots & Rice",51.0,30.0,19.0,293.0,68.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salmon & Cheese,54.0,31.0,15.0,229.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salmon & Rice in Sauce,53.0,32.0,15.0,242.0,72.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salmon & Wild Rice Classic,37.0,61.0,3.0,325.0,102.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Sole & Vegetable in Sauce,53.0,32.0,15.0,335.0,67.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Trout & Pasta,54.0,30.0,16.0,293.0,67.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,"Tuna, Shrimp & Rice",55.0,27.0,17.0,288.0,65.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Tuna in Sauce,58.0,29.0,13.0,291.0,68.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Seafood Stew,55.0,29.0,16.0,306.0,68.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Healthy Metabolism Chicken,53.0,35.0,12.0,243.0,83.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Healthy Metabolism Turkey,56.0,31.0,13.0,259.0,75.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Healthy Metabolism Salmon,59.0,30.0,11.0,230.0,72.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Indoor Salmon & Rice,48.0,28.0,24.0,263.0,78.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Adult 11+ Chicken & Beef,39.0,59.0,2.0,338.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Kitten Salmon & Oceanfish,73.0,26.0,2.0,702.0,101.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Beef,30.0,66.0,4.0,346.0,106.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Giblets,31.0,66.0,3.0,295.0,111.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Whitefish & Salmon,34.0,63.0,3.0,284.0,107.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salnon & Tuna,33.0,64.0,3.0,315.0,109.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Liver Entree,36.0,62.0,1.0,360.0,107.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Chicken Entree,37.0,62.0,1.0,357.0,109.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Beef & Giblets Entree,37.0,63.0,0.0,335.0,111.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Brown Rice,37.0,58.0,6.0,432.0,93.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Turkey & Wild Rice,35.0,59.0,5.0,442.0,95.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salmon & Brown Rice,33.0,63.0,4.0,363.0,99.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Beef & Brown Rice,36.0,58.0,6.0,460.0,94.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Cod & Shrimp,37.0,59.0,4.0,430.0,93.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Beef & Liver in Gravy,60.0,34.0,6.0,297.0,63.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Salmon in Sauce,57.0,37.0,6.0,273.0,67.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Chicken & Turkey in Gravy,57.0,37.0,6.0,262.0,66.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Salmon & Catfish in Sauce,58.0,35.0,6.0,268.0,66.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
PRO PLAN,Kitten Chicken & Brown Rice,37.0,58.0,5.0,380.0,98.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
