brand,product_name,protein_pct,fat_pct,carb_pct,phosphorus_mg_per_100kcal,calories,serving_size_oz,not_recommended,supplemental_only,source
FRISKIES,With Beef in Creamy Sauce,49.0,38.0,13.0,263.0,156.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Beef in Garden Sauce,48.0,38.0,14.0,260.0,156.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,Casserol w/Garden Greens in,43.0,32.0,25.0,249.0,144.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,Dinner w/Garden Greens in,46.0,27.0,27.0,290.0,135.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Beef & Chicken in Gravy,69.0,10.0,20.0,428.0,137.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Chicken in Gravy,52.0,34.0,14.0,266.0,140.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Salmon in Gravy,55.0,30.0,15.0,301.0,129.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Tuna in Gravy,53.0,33.0,14.0,268.0,136.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Tuna,51.0,45.0,4.0,301.0,172.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FRISKIES,With Tuna & Egg,49.0,45.0,6.0,263.0,175.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,Chicken & Duck,33.0,66.0,1.0,251.0,169.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,Turkey,33.0,55.0,12.0,236.0,163.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,Beef,46.0,44.0,10.0,250.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,Chicken & Salmon,31.0,67.0,3.0,292.0,167.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,"Chicken, Duck & Salmon",31.0,65.0,4.0,268.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FROMM,Salmon & Tuna,35.0,63.0,3.0,293.0,166.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna,76.0,21.0,3.0,326.0,52.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Anchovies,74.0,25.0,0.0,318.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Chicken,75.0,25.0,0.0,307.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Chicken Liver,69.0,25.0,5.0,318.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Clams,72.0,27.0,1.0,303.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Mussels,72.0,27.0,1.0,300.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Ocean Fish,71.0,25.0,4.0,313.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Prawns,73.0,26.0,1.0,313.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Salmon,73.0,27.0,0.0,307.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Shrimp,74.0,26.0,1.0,309.0,49.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Smoked Tuna,75.0,22.0,4.0,290.0,52.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Tuna with Threadfin Bream,71.0,21.0,8.0,295.0,52.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken in Gravy,63.0,20.0,17.0,191.0,48.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken with Duck,57.0,28.0,15.0,188.0,48.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken with Egg,61.0,24.0,15.0,191.0,48.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken with Sweet Potato,47.0,18.0,35.0,173.0,48.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken & Vegetables,63.0,18.0,19.0,185.0,48.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Grain Free Duck Pate,36.0,57.0,7.0,324.0,206.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Turkey Pate,35.0,57.0,8.0,274.0,188.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Chicken Stew,35.0,47.0,18.0,371.0,142.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
FUSSIE CAT,Salmon Pate,40.0,50.0,10.0,350.0,165.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Rabbit,43.0,50.0,7.0,210.0,177.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Quail,37.0,56.0,7.0,393.0,161.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Chicken,32.0,55.0,13.0,201.0,131.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Turkey,31.0,59.0,10.0,215.0,147.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Lamb,34.0,53.0,12.0,245.0,133.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Chicken & Beef,33.0,55.0,11.0,303.0,150.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,"Chicken, Shrimp & Crab",36.0,52.0,12.0,234.0,144.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Salmon,26.0,64.0,9.0,227.0,142.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Chicken,34.0,62.0,4.0,291.0,190.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Turkey & Duck,36.0,59.0,5.0,201.0,186.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Salmon,33.0,66.0,1.0,319.0,209.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Whitefish,45.0,53.0,2.0,257.0,176.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Turkey - Shredded,25.0,65.0,10.0,179.0,192.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Chicken - Shredded,25.0,66.0,9.0,155.0,172.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Chicken & Trout,29.0,64.0,7.0,221.0,183.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Turkey & Quail,32.0,58.0,9.0,329.0,184.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Salmon & Venison,32.0,58.0,10.0,229.0,185.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HALO,Poached Trout,26.5,50.5,23.0,144.0,,,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HI-TOR,Felo,37.0,59.0,4.0,237.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HI-TOR,Neo,26.0,69.0,4.0,198.0,205.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Chicken,32.0,66.0,2.0,221.0,201.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Turkey,34.0,64.0,2.0,243.0,198.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Chicken Liver & Lamb,31.0,66.0,4.0,258.0,204.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Turkey & Salmon,34.0,61.0,5.0,277.0,190.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,"Chicken, Whitefish, Herring",37.0,60.0,3.0,282.0,182.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Salmon & Shrimp,34.0,61.0,6.0,311.0,192.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOLISTIC SELECT,Ocean Fish & Tuna,35.0,61.0,4.0,262.0,186.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Chicken,30.0,70.0,1.0,237.0,202.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Turkey,31.0,65.0,4.0,364.0,190.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Gamebird,34.0,65.0,1.0,334.0,190.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Duck,29.0,69.0,1.0,346.0,203.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Rabbit,37.0,58.0,5.0,408.0,183.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Lamb,38.0,61.0,1.0,246.0,187.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Beef,31.0,61.0,8.0,246.0,195.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Red Meat,31.0,56.0,12.0,245.0,184.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Pork,39.0,61.0,0.0,228.0,187.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,"Lamb, Chicken & Salmon",32.0,67.0,1.0,254.0,200.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Trout,36.0,63.0,1.0,392.0,181.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,White Meat Chicken Breast,43.0,49.0,8.0,173.0,75.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Filets with Chicken in Gravy,36.0,54.0,9.0,325.0,90.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Filets with Tuna in Sauce,37.0,53.0,10.0,322.0,89.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Filets with Salmon in Sauce,36.0,55.0,9.0,326.0,91.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Pate with Chicken & Liver,37.0,56.0,7.0,246.0,97.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Pate with Savory Salmon,38.0,55.0,7.0,270.0,94.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Pate with Seafood Sampler,38.0,55.0,7.0,279.0,94.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Premium Pate Lamb & Rice,35.0,53.0,12.0,238.0,103.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Premium Pate Tender Beef,37.0,56.0,7.0,245.0,97.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Premium Pate Kitten,41.0,53.0,6.0,299.0,102.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Chicken-dulgence,32.0,55.0,12.0,211.0,100.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Turkey-lation,38.0,48.0,14.0,169.0,94.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Tuna-Topia Dinner,48.0,34.0,19.0,194.0,85.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Tuna-Turkey Tango,29.0,55.0,15.0,254.0,99.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Tempt Me Tuna & Mackerel,44.0,42.0,14.0,189.0,85.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Dive In Ocean Fish,34.0,47.0,19.0,438.0,75.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Packed with Sardines,45.0,41.0,14.0,179.0,85.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Salmon-dipity,31.0,58.0,11.0,302.0,115.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Sea You Soon Tuna,37.0,48.0,15.0,360.0,86.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Chicken Me Out,32.0,66.0,2.0,313.0,117.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Chicky-Da-lish Stew,42.0,45.0,13.0,411.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Purrky Turkey,34.0,60.0,5.0,349.0,100.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Whascally Wabbit,40.0,57.0,3.0,395.0,89.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Wholly Cow!,34.0,63.0,3.0,140.0,95.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Savory Salmon,39.0,60.0,1.0,367.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Salmon Chanted Evening,43.0,42.0,15.0,398.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Tuna Fintastic,55.0,30.0,15.0,386.0,96.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
HOUNDS & GATOS,Oh My Cod!,42.0,56.0,2.0,433.0,88.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KASIKS,Chicken,39.0,40.0,21.0,244.0,141.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KASIKS,Turkey,37.0,45.0,17.0,235.0,146.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KASIKS,Salmon,53.0,35.0,13.0,256.0,134.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Kangaroo,39.0,52.0,9.0,406.0,178.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Chicken,28.0,61.0,11.0,354.0,202.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Duck,33.0,65.0,2.0,239.0,188.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Guineafowl,29.0,68.0,4.0,221.0,204.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Turkey,30.0,62.0,8.0,195.0,200.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Venison,35.0,53.0,12.0,486.0,175.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Venison Stew,33.0,63.0,4.0,286.0,146.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Chicken Stew,34.0,56.0,10.0,296.0,147.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Duck Stew,36.0,51.0,12.0,647.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Guineafowl Stew,28.0,60.0,12.0,197.0,154.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Kangaroo Stew,39.0,40.0,22.0,408.0,132.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
KOHA,Turkey Stew,34.0,53.0,13.0,259.0,147.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ROO,Chicken / Kangaroo,27.0,58.0,15.0,387.0,192.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ROO,Turkey / Kangaroo,33.0,62.0,6.0,239.0,197.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ROO,Duck / Kangaroo,30.0,58.0,11.0,467.0,186.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
ROO,Lamb / Kangaroo,28.0,63.0,9.0,271.0,192.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken & Vegetable,37.0,42.0,21.0,195.0,171.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Turkey & Vegetable,30.0,49.0,21.0,150.0,171.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Duck & Vegetable,30.0,51.0,18.0,231.0,181.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Pork & Vegetable,30.0,52.0,18.0,231.0,194.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon & Vegetable,34.0,43.0,22.0,252.0,171.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken,59.0,29.0,12.0,231.0,151.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Turkey,58.0,31.0,11.0,230.0,154.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Pork,57.0,31.0,12.0,270.0,147.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Venison,48.0,41.0,11.0,263.0,180.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon & Pollock,39.0,48.0,13.0,287.0,197.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Pollock,37.0,47.0,17.0,360.0,110.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken & Liver,49.0,45.0,6.0,440.0,74.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Tuna,59.0,35.0,7.0,388.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Turkey & Liver,54.0,40.0,6.0,374.0,85.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon & Crab,68.0,29.0,3.0,298.0,57.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Turkey & Giblets,57.0,30.0,13.0,327.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Tuna & Shrimp,66.0,33.0,2.0,260.0,63.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon & Red Snapper,48.0,33.0,19.0,404.0,58.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken & Beef,55.0,35.0,10.0,255.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Poultry Entree,53.0,33.0,15.0,415.0,55.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon,40.0,41.0,19.0,342.0,62.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Turkey & Cheese,43.0,30.0,27.0,289.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Tuna & Egg,46.0,37.0,17.0,250.0,62.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken & Liver,53.0,31.0,16.0,366.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Beef,49.0,35.0,16.0,285.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken & Shrimp,57.0,30.0,13.0,327.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Ocean Whitefish & Tuna,37.0,40.0,22.0,304.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon & Ocean Fish,42.0,38.0,20.0,371.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Tuna & Crab,39.0,37.0,24.0,387.0,61.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Tuna & Salmon,35.0,40.0,24.0,286.0,66.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Seafood Entree,47.0,33.0,21.0,320.0,59.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken Breast,47.0,33.0,20.0,458.0,55.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Chicken w/Shreds of Chicken,53.0,38.0,9.0,339.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Whitefish w/Flakes of Salmon,54.0,38.0,8.0,368.0,71.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Salmon w/Flakes of Tuna,56.0,36.0,8.0,343.0,72.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
LOTUS,Whitefish w/Flakes of Tuna,56.0,36.0,8.0,361.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Turkey,46.0,50.0,4.0,556.0,175.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Chicken,34.0,64.0,2.0,431.0,185.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Duck,31.0,64.0,5.0,380.0,156.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Beef,43.0,52.0,5.0,389.0,168.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Tuna,37.0,60.0,3.0,418.0,164.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Salmon,36.0,62.0,2.0,423.0,175.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Chicken Casserole,42.0,46.0,11.0,427.0,141.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Granny’s Pot Pie,30.0,64.0,6.0,252.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Cowboy Cookout,45.0,37.0,18.0,327.0,155.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Thanksgiving Day Dinner,30.0,64.0,6.0,252.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Turducken,30.0,64.0,6.0,252.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Surf & Turf,41.0,54.0,5.0,701.0,155.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Beef Wellington,47.0,45.0,9.0,303.0,138.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Chicken Divan,42.0,45.0,13.0,393.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Tuna Nicoise,47.0,41.0,12.0,533.0,141.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Chicken,30.0,65.0,4.0,388.0,131.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Turkey,32.0,64.0,4.0,279.0,139.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Duck,26.0,59.0,15.0,146.0,131.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Salmon,28.0,68.0,4.0,220.0,131.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Chicken,40.0,49.0,12.0,259.0,79.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Turkey,39.0,50.0,11.0,212.0,84.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Duck,38.0,49.0,12.0,211.0,85.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Beef,40.0,48.0,11.0,238.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Rabbit,43.0,45.0,12.0,255.0,80.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
MERRICK,Whitefish,42.0,44.0,14.0,255.0,77.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Chicken & Liver Pate,31.0,64.0,6.0,329.0,180.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Turkey & Giblets,34.0,57.0,9.0,282.0,170.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Ocean Fish,42.0,50.0,8.0,306.0,180.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Salmon,34.0,56.0,10.0,341.0,195.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Tuna w/Shrimp,41.0,45.0,14.0,288.0,173.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Catatouille,53.0,39.0,8.0,246.0,60.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Land n’ Sea,49.0,41.0,10.0,342.0,75.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
NATURAL BALANCE,Life’s a Beach,52.0,39.0,8.0,416.0,70.0,5.5,FALSE,FALSE,"Pierson, L.A. (2017). catinfo.org"
